Field1	Field2	Title1	Image1	productlink_URL1	Money1	Price1	Tag1	Info1							
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			DRESS WITH DRAPED NECKLINE	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/dress-with-draped-neckline-p01165134.html			35.90 USD	12.99 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			SOFT KNIT MINI DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/soft-knit-mini-dress-p05536147.html			49.90 USD	49.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			SHIRTDRESS ZW COLLECTION	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/shirtdress-zw-collection-p09222513.html	FEW ITEMS LEFT		69.90 USD	69.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			SHORT SOFT DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/short-soft-dress-p00858018.html			39.90 USD	39.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			SOFT WRAP KIMONO	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/soft-wrap-kimono-p01131852.html			45.90 USD	15.99 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			CREPE SHOULDER PAD MIDI DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/crepe-shoulder-pad-midi-dress-p09878091.html	FEW ITEMS LEFT		49.90 USD	49.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			SHORT KNIT DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/short-knit-dress-p05536162.html		1	49.90 USD	49.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			SHORT SOFT DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/short-soft-dress-p05039410.html		3	29.90 USD	29.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			FITTED MINI DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/fitted-mini-dress-p04174328.html		2	19.90 USD	12.99 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			PRINTED SATIN EFFECT MIDI DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/printed-satin-effect-midi-dress-p02398113.html	FEW ITEMS LEFT		69.90 USD	69.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			PANTS WITH A HIGH WAIST	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/pants-with-a-high-waist-p09929132.html		6	45.90 USD	45.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			SIDE BUTTON KNIT SWEATER	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/side-button-knit-sweater-p03646001.html	FEW ITEMS LEFT		39.90 USD	39.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			STRIPED MOCK NECK KNIT DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/striped-mock-neck-knit-dress-p02142035.html			49.90 USD	49.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			CONTRASTING MIDI DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/contrasting-midi-dress-p00264025.html			47.90 USD	47.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			BLAZER WITH ROLLED-UP SLEEVES	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/blazer-with-rolled-up-sleeves-p07940760.html	FEW ITEMS LEFT	2	69.90 USD	69.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			RUCHED CHOKER DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/ruched-choker-dress-p02333934.html			49.90 USD	49.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			TAILORED DOUBLE BREASTED BLAZER	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/tailored-double-breasted-blazer-p07792293.html		3	89.90 USD	89.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			DRAPED ASYMMETRIC DELICATE SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/draped-asymmetric-delicate-shirt-p00858012.html	FEW ITEMS LEFT		27.90 USD	27.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			CONTRASTING BOXER WAIST MIDI SKIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/contrasting-boxer-waist-midi-skirt-p05427401.html			45.90 USD	22.99 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			FITTED STRAP DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/fitted-strap-dress-p04661307.html	FEW ITEMS LEFT		49.90 USD	49.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			TIE DYE PRINT OVERSIZED BLOUSE	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/tie-dye-print-oversized-blouse-p02298169.html			49.90 USD	12.99 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			FELT TEXTURE COAT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/felt-texture-coat-p05070940.html		3	49.90 USD	49.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			RUFFLED SHIRT DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/ruffled-shirt-dress-p03897174.html	FEW ITEMS LEFT		59.90 USD	59.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			ASYMMETRIC SKORT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/asymmetric-skort-p03067508.html		2	39.90 USD	39.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			QUILTED JACKET ZW COLLECTION	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/quilted-jacket-zw-collection-p00518048.html		1	129.00 USD	49.99 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			SOFT KNIT MIDI DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/soft-knit-midi-dress-p02142238.html	FEW ITEMS LEFT		59.90 USD	59.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			SHORT TEXTURED DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/short-textured-dress-p05039302.html	FEW ITEMS LEFT		35.90 USD	35.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			BELTED JUMPSUIT DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/belted-jumpsuit-dress-p03152307.html	FEW ITEMS LEFT		59.90 USD	59.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			OXFORD SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oxford-shirt-p08372060.html		2	39.90 USD	39.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			TAILORED WAIST MIDI DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/tailored-waist-midi-dress-p09878076.html	FEW ITEMS LEFT		49.90 USD	49.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			PLUSH WASHED EFFECT SWEATSHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/plush-washed-effect-sweatshirt-p03854809.html	FEW ITEMS LEFT		45.90 USD	45.90 USD
	"NO, GO TO THE INDIA SITE."	FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html	47.90 USD	12.99 USD			FLORAL PRINT SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/floral-print-shirt-p08560157.html			47.90 USD	12.99 USD
	"NO, GO TO THE INDIA SITE."	KNIT MIDI SKIRT	https://static.zara.net/photos///2024/V/0/1/p/3646/002/809/12/w/198/3646002809_1_1_1.jpg?ts=1706634753534	https://www.zara.com/us/en/knit-midi-skirt-p03646002.html	39.90 USD	39.90 USD									
	"NO, GO TO THE INDIA SITE."	CLEAN INTERLOCK PLUSH MIDI SKIRT	https://static.zara.net/photos///2024/V/0/1/p/3199/053/800/2/w/198/3199053800_1_1_1.jpg?ts=1706198846530	https://www.zara.com/us/en/clean-interlock-plush-midi-skirt-p03199053.html	39.90 USD	39.90 USD									
	"NO, GO TO THE INDIA SITE."	CLEAN INTERLOCK PLUSH MIDI SKIRT	https://static.zara.net/photos///2024/V/0/1/p/3199/053/803/2/w/198/3199053803_1_1_1.jpg?ts=1706198845963	https://www.zara.com/us/en/clean-interlock-plush-midi-skirt-p03199053.html	39.90 USD	39.90 USD									
	"NO, GO TO THE INDIA SITE."	CLEAN INTERLOCK PLUSH MIDI SKIRT	https://static.zara.net/photos///2024/V/0/1/p/3199/053/711/2/w/198/3199053711_1_1_1.jpg?ts=1706199893419	https://www.zara.com/us/en/clean-interlock-plush-midi-skirt-p03199053.html	39.90 USD	39.90 USD									
	"NO, GO TO THE INDIA SITE."	METALLIC THREAD KNIT MIDI SKIRT	https://static.zara.net/photos///2023/I/0/1/p/3519/169/808/2/w/198/3519169808_1_1_1.jpg?ts=1697613962161	https://www.zara.com/us/en/metallic-thread-knit-midi-skirt-p03519169.html	35.90 USD	35.90 USD									
	"NO, GO TO THE INDIA SITE."	100% WOOL MIDI SKIRT	https://static.zara.net/photos///2023/I/0/1/p/2893/170/922/2/w/198/2893170922_1_1_1.jpg?ts=1700651780713	https://www.zara.com/us/en/100-wool-midi-skirt-p02893170.html	59.90 USD	59.90 USD									
	"NO, GO TO THE INDIA SITE."	STRAIGHT KNIT SKIRT	https://static.zara.net/photos///2023/I/0/1/p/2893/153/706/2/w/198/2893153706_1_1_1.jpg?ts=1697023395906	https://www.zara.com/us/en/straight-knit-skirt-p02893153.html	49.90 USD	49.90 USD									
	"NO, GO TO THE INDIA SITE."	SEQUIN ALPACA BLEND KNIT SKIRT	https://static.zara.net/photos///2024/V/0/1/p/3920/108/712/17/w/198/3920108712_1_1_1.jpg?ts=1706094431746	https://www.zara.com/us/en/sequin-alpaca-blend-knit-skirt-p03920108.html	89.90 USD	89.90 USD									
	"NO, GO TO THE INDIA SITE."	CLEAN INTERLOCK SWEATSHIRT AND SKIRT MATCHING SET	https://static.zara.net/photos///2024/V/0/1/p/3199/051/803/2/w/198/3199051803_2_1_1.jpg?ts=1706198846377	https://www.zara.com/us/en/clean-interlock-sweatshirt-and-skirt-matching-set-pT0319905803.html											
	"NO, GO TO THE INDIA SITE."	CLEAN INTERLOCK SWEATSHIRT AND SKIRT MATCHING SET	https://static.zara.net/photos///2024/V/0/1/p/3199/051/711/2/w/198/3199051711_1_1_1.jpg?ts=1706198845369	https://www.zara.com/us/en/clean-interlock-sweatshirt-and-skirt-matching-set-pT0319905711.html											
	"NO, GO TO THE INDIA SITE."	METALLIC THREAD KNIT MIDI SKIRT	https://static.zara.net/photos///2023/I/0/1/p/3519/049/303/17/w/198/3519049303_1_1_1.jpg?ts=1691590451828	https://www.zara.com/us/en/sales-p03519049.html	17.99 USD	12.99 USD									
	"NO, GO TO THE INDIA SITE."	AGED EFFECT KNIT PENCIL SKIRT	https://static.zara.net/photos///2023/I/0/1/p/6427/125/022/12/w/198/6427125022_1_1_1.jpg?ts=1700585409458	https://www.zara.com/us/en/sales-p06427125.html	35.90 USD	9.99 USD									
	"NO, GO TO THE INDIA SITE."	INTERLOCK MIDI SKIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/sales-p03641832.html	29.90 USD	9.99 USD									
	"NO, GO TO THE INDIA SITE."	INTERLOCK SHIRT AND SKIRT MATCHING SET	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/sales-pT0364183676.html					KNIT MIDI SKIRT	https://static.zara.net/photos///2024/V/0/1/p/3646/002/809/12/w/198/3646002809_1_1_1.jpg?ts=1706634753534	https://www.zara.com/us/en/knit-midi-skirt-p03646002.html			39.90 USD	39.90 USD
	"NO, GO TO THE INDIA SITE."	INTERLOCK SHIRT AND SKIRT MATCHING SET	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/sales-pT0364183676.html					CLEAN INTERLOCK PLUSH MIDI SKIRT	https://static.zara.net/photos///2024/V/0/1/p/3199/053/800/2/w/198/3199053800_1_1_1.jpg?ts=1706198846530	https://www.zara.com/us/en/clean-interlock-plush-midi-skirt-p03199053.html			39.90 USD	39.90 USD
	"NO, GO TO THE INDIA SITE."	INTERLOCK SHIRT AND SKIRT MATCHING SET	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/sales-pT0364183676.html					CLEAN INTERLOCK PLUSH MIDI SKIRT	https://static.zara.net/photos///2024/V/0/1/p/3199/053/803/2/w/198/3199053803_1_1_1.jpg?ts=1706198845963	https://www.zara.com/us/en/clean-interlock-plush-midi-skirt-p03199053.html			39.90 USD	39.90 USD
	"NO, GO TO THE INDIA SITE."	INTERLOCK SHIRT AND SKIRT MATCHING SET	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/sales-pT0364183676.html					CLEAN INTERLOCK PLUSH MIDI SKIRT	https://static.zara.net/photos///2024/V/0/1/p/3199/053/711/2/w/198/3199053711_1_1_1.jpg?ts=1706199893419	https://www.zara.com/us/en/clean-interlock-plush-midi-skirt-p03199053.html			39.90 USD	39.90 USD
	"NO, GO TO THE INDIA SITE."	INTERLOCK SHIRT AND SKIRT MATCHING SET	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/sales-pT0364183676.html					METALLIC THREAD KNIT MIDI SKIRT	https://static.zara.net/photos///2023/I/0/1/p/3519/169/808/2/w/198/3519169808_1_1_1.jpg?ts=1697613962161	https://www.zara.com/us/en/metallic-thread-knit-midi-skirt-p03519169.html			35.90 USD	35.90 USD
	"NO, GO TO THE INDIA SITE."	INTERLOCK SHIRT AND SKIRT MATCHING SET	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/sales-pT0364183676.html					100% WOOL MIDI SKIRT	https://static.zara.net/photos///2023/I/0/1/p/2893/170/922/2/w/198/2893170922_1_1_1.jpg?ts=1700651780713	https://www.zara.com/us/en/100-wool-midi-skirt-p02893170.html			59.90 USD	59.90 USD
	"NO, GO TO THE INDIA SITE."	INTERLOCK SHIRT AND SKIRT MATCHING SET	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/sales-pT0364183676.html					STRAIGHT KNIT SKIRT	https://static.zara.net/photos///2023/I/0/1/p/2893/153/706/2/w/198/2893153706_1_1_1.jpg?ts=1697023395906	https://www.zara.com/us/en/straight-knit-skirt-p02893153.html			49.90 USD	49.90 USD
	"NO, GO TO THE INDIA SITE."	INTERLOCK SHIRT AND SKIRT MATCHING SET	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/sales-pT0364183676.html					SEQUIN ALPACA BLEND KNIT SKIRT	https://static.zara.net/photos///2024/V/0/1/p/3920/108/712/17/w/198/3920108712_1_1_1.jpg?ts=1706094431746	https://www.zara.com/us/en/sequin-alpaca-blend-knit-skirt-p03920108.html			89.90 USD	89.90 USD
	"NO, GO TO THE INDIA SITE."	INTERLOCK SHIRT AND SKIRT MATCHING SET	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/sales-pT0364183676.html					CLEAN INTERLOCK SWEATSHIRT AND SKIRT MATCHING SET	https://static.zara.net/photos///2024/V/0/1/p/3199/051/803/2/w/198/3199051803_2_1_1.jpg?ts=1706198846377	https://www.zara.com/us/en/clean-interlock-sweatshirt-and-skirt-matching-set-pT0319905803.html				
	"NO, GO TO THE INDIA SITE."	INTERLOCK SHIRT AND SKIRT MATCHING SET	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/sales-pT0364183676.html					CLEAN INTERLOCK SWEATSHIRT AND SKIRT MATCHING SET	https://static.zara.net/photos///2024/V/0/1/p/3199/051/711/2/w/198/3199051711_1_1_1.jpg?ts=1706198845369	https://www.zara.com/us/en/clean-interlock-sweatshirt-and-skirt-matching-set-pT0319905711.html				
	"NO, GO TO THE INDIA SITE."	INTERLOCK SHIRT AND SKIRT MATCHING SET	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/sales-pT0364183676.html					METALLIC THREAD KNIT MIDI SKIRT	https://static.zara.net/photos///2023/I/0/1/p/3519/049/303/17/w/198/3519049303_1_1_1.jpg?ts=1691590451828	https://www.zara.com/us/en/sales-p03519049.html			17.99 USD	12.99 USD
	"NO, GO TO THE INDIA SITE."	INTERLOCK SHIRT AND SKIRT MATCHING SET	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/sales-pT0364183676.html					AGED EFFECT KNIT PENCIL SKIRT	https://static.zara.net/photos///2023/I/0/1/p/6427/125/022/12/w/198/6427125022_1_1_1.jpg?ts=1700585409458	https://www.zara.com/us/en/sales-p06427125.html			35.90 USD	9.99 USD
	"NO, GO TO THE INDIA SITE."	INTERLOCK SHIRT AND SKIRT MATCHING SET	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/sales-pT0364183676.html					INTERLOCK MIDI SKIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/sales-p03641832.html			29.90 USD	9.99 USD
	"NO, GO TO THE INDIA SITE."	INTERLOCK SHIRT AND SKIRT MATCHING SET	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/sales-pT0364183676.html					INTERLOCK SHIRT AND SKIRT MATCHING SET	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/sales-pT0364183676.html				
	"NO, GO TO THE INDIA SITE."	POWDER BRONZER REFILL	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/powder-bronzer-refill-p24130836.html	19.90 USD	19.90 USD									
	"NO, GO TO THE INDIA SITE."	FLAT KNEE HIGH BOOTS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/flat-knee-high-boots-p13004211.html	69.90 USD	69.90 USD									
	"NO, GO TO THE INDIA SITE."	MINI SKIRT ZW COLLECTION	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/mini-skirt-zw-collection-p02144187.html	49.90 USD	49.90 USD									
	"NO, GO TO THE INDIA SITE."	SHORT SLEEVE POLO DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/short-sleeve-polo-dress-p05070154.html	45.90 USD	45.90 USD									
	"NO, GO TO THE INDIA SITE."	PRINTED MINI DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/printed-mini-dress-p09878082.html	49.90 USD	49.90 USD	FEW ITEMS LEFT	1							
	"NO, GO TO THE INDIA SITE."	LUG SOLE HEELED BOOTS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/lug-sole-heeled-boots-p13078210.html	69.90 USD	69.90 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	ZW COLLECTION HIGH WAIST WIDE LEG JEANS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/zw-collection-high-waist-wide-leg-jeans-p09863045.html	49.90 USD	49.90 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	ASYMMETRIC SKORT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/asymmetric-skort-p05427407.html	39.90 USD	39.90 USD	FEW ITEMS LEFT	2							
	"NO, GO TO THE INDIA SITE."	CONTRASTING BOXER WAIST MIDI SKIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/contrasting-boxer-waist-midi-skirt-p05427401.html	45.90 USD	22.99 USD									
	"NO, GO TO THE INDIA SITE."	COMBINATION BELTED DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/combination-belted-dress-p03152308.html	49.90 USD	49.90 USD									
	"NO, GO TO THE INDIA SITE."	ASYMMETRIC SKORT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/asymmetric-skort-p03067508.html	39.90 USD	39.90 USD		2							
	"NO, GO TO THE INDIA SITE."	OXFORD SHIRT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/oxford-shirt-p08372060.html	39.90 USD	39.90 USD		2							
	"NO, GO TO THE INDIA SITE."	FULL-LENGTH FLARED PANTS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/full-length-flared-pants-p02192600.html	49.90 USD	49.90 USD	FEW ITEMS LEFT								
	"NO, GO TO THE INDIA SITE."	SOFT BOMBER WITH STOPPERS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/soft-bomber-with-stoppers-p05070641.html	47.90 USD	22.99 USD	FEW ITEMS LEFT	1							
	"NO, GO TO THE INDIA SITE."	PINSTRIPE SHORTS ZW COLLECTION	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/pinstripe-shorts-zw-collection-p02299807.html	69.90 USD	69.90 USD									
	"NO, GO TO THE INDIA SITE."	BELTED SKORT	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/belted-skort-p05427426.html	45.90 USD	45.90 USD									
	"NO, GO TO THE INDIA SITE."	DOUBLE BELTED FITTED DRESS	https://static.zara.net/stdstatic/5.30.0/images/transparent-background.png	https://www.zara.com/us/en/double-belted-fitted-dress-p03152310.html	49.90 USD	49.90 USD	FEW ITEMS LEFT								
